Record Number,Common Name,Code,Scientific (Latin) Name,Locality,Observation Date,Observer,Breeding Evidence,Nest Structure or Substrate,Nest Height (meters),Observation Details,Comments,Latitude,Longitude,Location Certainty (meters),Elevation (meters),Photo Link,Sources,x,y
468,Song Sparrow,SOSP,Melospiza melodia,"Santa Ynez Mtns, Kinevan Rd",8 May 2004,"Compton, D.",Fledgling Begging,,,"Juvenile begging, following adult in streambed.","With Moessner, R.",34.5070416,-119.8214535,300,612,,Compton field notes,-13338463.189729908,4097090.2302603764
487,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Santa Ynez River",20 May 2004,"Compton, D.",Family Group in Close Association,,,"Family group of 5 individuals, only one of which was positively ID'd as a juvenile", 0.9 km E of 13th St,34.68089,-120.54576,30,10,,"MSE field notes, Vandenberg 2004",-13419092.620488167,4120599.4867618303
488,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Santa Ynez River",20 May 2004,"Compton, D.",Feeding Fledgling,,,"1 juvenile being fed by an adult, with 3 other juveniles nearby begging from a different adult", 1.25 km E of 13th St,34.68094,-120.5418524,30,11,,"MSE field notes, Vandenberg 2004",-13418657.62844594,4120606.255273301
489,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Santa Ynez River",20 May 2004,"Compton, D.",Juvenile Independent,,,"2 juveniles seen together, at least one of which was feeding itself.",400m W of 13th St,34.6779626,-120.5594127,30,10,,"MSE field notes, Vandenberg 2004",-13420612.43210012,4120203.2110765623
496,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, San Antonio Ck, Barka Slough",24 May 2004,"Compton, D.",Fledgling with Presumed Parent,,,"Juvenile seen near where a second juvenile was giving begging calls, both in the middle of a territory with 2 adults present (but no direct association seen)",North side,34.77998,-120.4562551,30,87,,"MSE field notes, Vandenberg 2004",-13409128.980596663,4134021.357828764
503,Song Sparrow,SOSP,Melospiza melodia,"S VAFB, Honda Creek",26 May 2004,"Compton, D.",Juvenile Independent,,,Independent juvenile,Lower Honda Creek,34.6059824,-120.62725,30,30,,"MSE field notes, Vandenberg 2004",-13428164.04579291,4110463.811773253
519,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Atascadero Ck mitigation area",1 Jun 2004,"Compton, D.",No suitable category,,,2 lone juveniles in separate locations,,34.424842,-119.8045341,200,10,,Compton field notes,-13336579.730737379,4085991.585287985
520,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Shuman Creek, Upper",2 Jun 2004,"Compton, D.",Juvenile Independent,,,2 juveniles feeding selves (different location from previous record),,34.83525,-120.5624188,30,50,,"MSE field notes, Vandenberg 2004",-13420947.069621393,4141514.755007146
521,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Shuman Creek, Upper",2 Jun 2004,"Compton, D.",Juvenile Independent,,,2 juveniles feeding selves,,34.8318367,-120.5575242,30,53,,"MSE field notes, Vandenberg 2004",-13420402.205241757,4141051.840901361
556,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, San Antonio Ck, Barka Slough",15 Jun 2004,"Compton, D.",Fledgling with Presumed Parent,,,"2 juveniles with pale bills of recent fledglings, staying low in dead branches near creek edge, with adult calling nearby. Birds are clearly too young to be independent",,34.77223,-120.4612525,30,85,,"MSE field notes, Vandenberg 2004",-13409685.288619952,4132971.029669768
594,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Wildlife Management Ponds",27 Jun 2004,"Compton, D.",Juvenile Independent,,,5+ independent juveniles feeding together,,34.6858964,-120.5607949,75,11,,"MSE field notes, Vandenberg 2004",-13420766.297900293,4121277.2245628037
632,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr Union Sugar",11 Jul 2004,"Compton, D.",Fledgling Begging,,,"Begging juvenile under parental care, but no food deliveries seen.",,34.68045,-120.5378293,200,13,,"MSE field notes, Vandenberg 2004",-13418209.77900253,4120539.924037136
704,Song Sparrow,SOSP,Melospiza melodia,"Goleta, 500 S. Fairview",21 Mar 2005,"Compton, D.",Carrying Nesting Material,,,"Adult carrying nesting material into low-lying ornamental vegetation, within territory of singing male.",Planted area between office building and parking lot.,34.43213,-119.82977,50,5,,"Compton field notes, Verhelle bridge project for URS",-13339388.97827509,4086975.174611858
719,Song Sparrow,SOSP,Melospiza melodia,"Carpinteria, Rincon Ck x Bates Rd",2 Apr 2005,"Compton, D.",Carrying Food,,,Adult carrying food to begging fledglings,,34.3791334,-119.4752849,75,18,,Compton field notes,-13299927.877449287,4079824.701311884
724,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, nr Area L/M",6 Apr 2005,"Compton, D.",Fledgling Begging,,,"Fledged juvenile, flying across open spaces of up to 20 ft, begging constantly, with adult occasionally flying to and possibly feeding the juvenile.",Begging was first heard on 30 March; a juvenile was still present on 13 April.,34.4231351,-119.8514161,0,1,,"Compton field notes, airport project for URS",-13341798.61110475,4085761.2342597744
740,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area G",13 Apr 2005,"Compton, D.",Fledgling Begging,,,"One fledged, begging juvenile seen and two other birds heard giving begging call. Fledged bird flew easily for 20+ ft","These birds were in the same area on 6 April, and were moving about within a Baccharis shrub.",34.4246619,-119.8512721,10,2,,"Compton field notes, airport project for URS",-13341782.581098078,4085967.280056862
741,Song Sparrow,SOSP,Melospiza melodia,"Goleta, UCSB, Manzanita Village",14 Apr 2005,"Sanchez, F.",Fledgling Begging,,,"Fledgling begging, following adult",,34.4094145,-119.8510697,200,15,,,-13341760.050033137,4083909.7709194985
774,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area L/M",4 May 2005,"Compton, D.",Juvenile Independent,,,"Lone, independent juvenile, feeding self",,34.422256,-119.8485253,40,1,,"Compton field notes, airport project for URS",-13341476.808720766,4085642.599039714
775,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, nr Area E/F",4 May 2005,"Compton, D.",Juvenile Independent,,,"One juvenile feeding self; a second one nearby, approaching adult and being chased away.",,34.4260294,-119.8482944,30,1,,"Compton field notes, airport project for URS",-13341451.105050342,4086151.831081878
850,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Santa Ynez River",26 May 2005,"Compton, D.",Juvenile Independent,,,Independent juvenile.,between DeWolfe and Union Sugar,34.6792152,-120.5316466,20,9,,"MSE field notes, Vandenberg 2005",-13417521.523986805,4120372.771062842
851,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Terra Rd",26 May 2005,"Compton, D.",Feeding Fledgling,,,Adult delivering food to area of shrubby annuals where begging consistent with Song Sparrow heard,near 13th St,34.6828563,-120.545431,15,12,,"MSE field notes, Vandenberg 2005",-13419055.996375695,4120865.66832397
857,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, San Antonio Creek",27 May 2005,"Compton, D.",Fledgling Begging,,,"Very mobile juvenile making begging call, but no adult present",nr the N end of El Rancho bridge,34.7771303,-120.5699221,10,19,,"MSE field notes, Vandenberg 2005",-13421782.333156662,4133635.137307972
865,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, San Antonio Creek",31 May 2005,"Compton, D.",Juvenile Independent,,,Juvenile with 2 adults but feeding self., nr jct Richmond x San Antonio Rd West,34.7835185,-120.5285855,30,37,,"MSE field notes, Vandenberg 2005",-13417180.763893535,4134500.9501459016
887,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, San Antonio Ck nr Grant x Richmond Rds",4 Jun 2005,"Compton, D.",Feeding Fledgling,,,"Adult feeding begging Brown-headed Cowbird fledgling, which has some yellow on its bill and stays more or less stationary in willows.",,34.7806454,-120.5079445,20,53,,"MSE field notes, Vandenberg 2005",-13414883.018284071,4134111.5415706737
896,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, San Antonio Ck, Barka Slough",5 Jun 2005,"Compton, D.",Fledgling Begging,,,Begging juvenile following adult,S side,34.77195,-120.4783822,20,84,,"MSE field notes, Vandenberg 2005",-13411592.158101395,4132933.0841762233
928,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, San Antonio Creek x El Rancho Rd",14 Jun 2005,"Compton, D.",Fledgling Begging,,,Begging juvenile under parental care,,34.7718656,-120.5735398,50,25,,"MSE field notes, Vandenberg 2005",-13422185.053678505,4132921.6463455646
932,Song Sparrow,SOSP,Melospiza melodia,"Ellwood, Haskell's Beach",15 Jun 2005,"Compton, D.",Fledgling Begging,,,Adult feeding begging Brown-headed Cowbird fledgling (waiting from fixed location to be fed; yellow at base of bill; wings are not completely developed),See BHCO rec 930.,34.4311697,-119.9154724,30,12,,"Compton field notes, Bird Island project for SBAS",-13348929.32580285,4086845.5675070058
933,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River upstream of 13th St",15 Jun 2005,"Compton, D.",Family Group in Close Association,,,"Family group of four birds, with one juvenile and one adult seen well",,34.6808867,-120.5447689,100,10,,"MSE field notes, Vandenberg 2005",-13418982.291740838,4120599.040040218
945,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Lompoc-Casmalia Rd",20 Jun 2005,"Compton, D.",Fledgling with Presumed Parent,,,2 juveniles accompanied by 1 adult,S of San Antonio Creek,34.7690895,-120.5501659,20,42,,"MSE field notes, Vandenberg 2005",-13419583.083032653,4132545.4376796503
954,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River downstream of 13th St",25 Jun 2005,"Compton, D.",Family Group in Close Association,,,"Family group of 1 adult and 4+ juveniles, feeding selves",,34.6782412,-120.5616198,30,7,,"MSE field notes, Vandenberg 2005",-13420858.12534825,4120240.923941302
955,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River downstream of 13th St",25 Jun 2005,"Compton, D.",Fledgling Begging,,,Begging juvenile with adult,,34.6757546,-120.556302,75,7,,"MSE field notes, Vandenberg 2005",-13420266.150560109,4119904.3282508748
984,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River downstream of 13th St",5 Jul 2005,"Compton, D.",Feeding Fledgling,,,Adult feeding begging juvenile,,34.6762075,-120.5586567,10,7,,"MSE field notes, Vandenberg 2005",-13420528.274565078,4119965.633775068
985,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River downstream of 13th St",5 Jul 2005,"Compton, D.",Feeding Fledgling,,,Adult feeding begging juvenile,,34.6762032,-120.5584385,10,6,,"MSE field notes, Vandenberg 2005",-13420503.984652188,4119965.0517161866
1000,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr DeWolfe",10 Jul 2005,"Compton, D.",Fledgling under Parental Care,,,Juvenile accompanied by adult,,34.6813351,-120.5254942,10,11,,"MSE field notes, Vandenberg 2005",-13416836.641951647,4120659.740194676
1045,Song Sparrow,SOSP,Melospiza melodia,"Goleta, San Jose Ck",18 Feb 2006,"Compton, D.",Carrying Nesting Material,,,Pair; two nest material carries witnessed,nr Cathedral Oaks,34.4541249,-119.8129787,15,31,,Observer,-13337519.779309332,4089944.129031918
1064,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area E/F",29 Mar 2006,"Compton, D.",Carrying Nesting Material,,,Nest material carry into Atriplex shrub,,34.4246282,-119.8511731,20,2,,Observer,-13341771.560468487,4085962.732109935
1092,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport, nr Los Carneros Rd",5 May 2006,"LaClaire, J.",Egg in Nest,Coyotebrush,,Nest with 2 eggs,,34.4284522,-119.8591901,30,3,,Observer,-13342664.008826176,4086478.80757925
1097,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area G",12 May 2006,"LaClaire, J.",Nestling in Nest,Coyotebrush,,Nest with 1 newly hatched chick and 3 eggs,,34.4258955,-119.8509442,25,1,,Observer,-13341746.079437045,4086133.7604679307
1098,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area E/F",18 May 2006,"Compton, D.",Nestling in Nest,saltbush,0.6,Nest with 3 nestlings approximately 1 day old--naked ventrally with sparse grayish down dorsally,,34.4261001,-119.8487428,5,1,,Observer,-13341501.020710012,4086161.3724856833
1099,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport at Carneros Creek",19 May 2006,"Compton, D.",Fledgling Begging,,,Juvenile giving begging call but appearing to feed self,,34.4305638,-119.8506024,50,3,,Observer,-13341708.03043509,4086763.7928438173
1100,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport, nr west end of main runway",19 May 2006,"Compton, D.",Fledgling Begging,,,Mobile juvenile heard begging; 2 adults present,,34.4263172,-119.8572027,30,1,,Observer,-13342442.772470176,4086190.6715285676
1101,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport, nr west end of main runway",19 May 2006,"Compton, D.",Juvenile Independent,,,3 mobile juveniles seen,,34.4260843,-119.856368,30,1,,Observer,-13342349.85409121,4086159.2401769194
1102,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport, nr west end of main runway",19 May 2006,"Compton, D.",No suitable category,,,Juvenile,,34.4247535,-119.853527,20,1,,Observer,-13342033.595417865,4085979.6418447173
1113,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport nr Adams Rd",26 May 2006,"Compton, D.",Juvenile Independent,,,Independent juvenile,,34.4296612,-119.8487223,20,4,,Observer,-13341498.738660451,4086641.9754730575
1114,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport nr Los Carneros Rd",26 May 2006,"Compton, D.",Egg in Nest,dead mustard,0.5,Nest with 3 eggs,,34.4265477,-119.8569821,30,1,,Observer,-13342418.215390505,4086221.7790710125
1115,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport nr Los Carneros Rd",26 May 2006,"Compton, D.",Fledgling Begging,,,2 dependent juveniles begging persistently from 2 tolerant adults,,34.425972,-119.8557768,50,1,,Observer,-13342284.042008251,4086144.084601555
1119,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr DeWolfe",31 May 2006,"Compton, D.",Juvenile Independent,,,Independent juvenile,,34.6796947,-120.5299518,10,9,,Observer,-13417332.859713808,4120437.679943347
1128,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport nr Los Carneros Rd",3 Jun 2006,"Compton, D.",Delivering Food to Nest or Cavity,,,"2 adults carrying food, but hesitant to go into presumed nest",,34.42635,-119.85616,10,1,,Observer,-13342326.699637124,4086195.098106379
1129,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport, nr Carneros Creek",3 Jun 2006,"Compton, D.",Juvenile Independent,,,Independent juvenile,,34.4296967,-119.8487453,5,3,,Observer,-13341501.29900874,4086646.7666255403
1145,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Wildlife Management Ponds",6 Jun 2006,"Compton, D.",Juvenile Independent,,,"Juvenile feeding self, but accompanied by adult",,34.6867376,-120.5613814,30,12,,Observer,-13420831.586781645,4121391.105429624
1153,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, nr Area A",8 Jun 2006,"Compton, D.",Nestling in Nest,saltbush,0.7,"Female flushed from nest with 3 nestlings, 1-2 days old",,34.422198,-119.8405607,5,1,,Observer,-13340590.193504393,4085634.7719390397
1161,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport at Carneros Creek",9 Jun 2006,"Compton, D.",Nestling in Nest,,,"Nest with 3 nestlings, 1-2 days old",,34.4292544,-119.8534081,5,3,,Observer,-13342020.359530408,4086587.073059728
1162,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport nr Los Carneros Rd",9 Jun 2006,"Compton, D.",Fledgling Begging,,,Begging juvenile under parental care,,34.4266925,-119.8550289,5,2,,Observer,-13342200.786161086,4086241.3208595463
1167,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr 13th St",12 Jun 2006,"Compton, D.",Juvenile Independent,,,Independent juvenile,,34.67669,-120.5597883,5,6,,Observer,-13420654.24370086,4120030.9463881585
1188,Song Sparrow,SOSP,Melospiza melodia,"Goleta, UCSB Campus Lagoon",19 Jun 2006,"Compton, D.",Juvenile Independent,,,Independent juvenile attempting to sing,"With Stratton, L",34.4099214,-119.8474977,10,11,,Observer,-13341362.416812027,4083978.166808141
1189,Song Sparrow,SOSP,Melospiza melodia,"Goleta, UCSB Campus Lagoon",19 Jun 2006,"Holmgren, M.",Carrying Nesting Material,,,Adult gathering nesting material and carrying into coyote brush,"With Compton, D.; Richardson, D.; Stratton, L.",34.4081301,-119.8489378,30,18,,Observer,-13341522.728010718,4083736.4690083126
1192,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr DeWolfe",20 Jun 2006,"Compton, D.",Juvenile Independent,,,Independent juvenile,,34.6807556,-120.526701,5,9,,Observer,-13416970.982313136,4120581.2930232603
1193,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr DeWolfe",20 Jun 2006,"Compton, D.",Feeding Fledgling,,,Adult feeding begging juvenile,,34.6795498,-120.5206039,5,12,,Observer,-13416292.256245822,4120418.0651033334
1194,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr Union Sugar",20 Jun 2006,"Compton, D.",Fledgling under Parental Care,,,"Juvenile (full-length tail, but with some rectrices not fully grown) begging and accompanied by an adult, but apparently feeding self",,34.6784257,-120.5496977,30,10,,Observer,-13419530.96324706,4120265.898970016
1198,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area E/F",22 Jun 2006,"Compton, D.",Fledgling Begging,,,Begging juvenile (full-length tail) under care of adult male,,34.4260357,-119.8480227,30,1,,Observer,-13341420.859544693,4086152.681305653
1203,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr Waterfowl Natural Resources Area",27 Jun 2006,"Compton, D.",Feeding Fledgling,,,Adult feeding 1 of 3 begging fledglings,,34.6795525,-120.5690457,5,5,,Observer,-13421684.772754932,4120418.430596933
1213,Song Sparrow,SOSP,Melospiza melodia,"Ellwood, Devereux Creek nr Coronado",28 Jun 2006,"Compton, D.",Feeding Fledgling,,,Pair feeding begging juvenile Brown-headed Cowbird in coyote brush and wild radish,See also Brown-headed Cowbird entry for this date and location,34.4235565,-119.8883612,7,6,,Observer,-13345911.320824057,4085818.1029556617
1214,Song Sparrow,SOSP,Melospiza melodia,"Ellwood, Devereux Creek nr Coronado",28 Jun 2006,"Compton, D.",Fledgling with Presumed Parent,,,Juvenile with 2/3 grown tail,,34.4229515,-119.8876442,7,8,,Observer,-13345831.504749157,4085736.4571957327
1217,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Santa Barbara Municipal Airport nr Los Carneros Rd",29 Jun 2006,"Compton, D.",Nest in Use (clarify),,,"Agitated adult with very recent fledgling (1/4-length tail), which I may have force-fledged",,34.4261813,-119.8560776,8,1,,Observer,-13342317.526911082,4086172.3309396156
1220,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr DeWolfe",30 Jun 2006,"Compton, D.",Feeding Fledgling,,,Adult feeding begging juvenile,,34.6803508,-120.5214203,25,11,,Observer,-13416383.137478104,4120526.495393834
1258,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr Union Sugar",15 Jul 2006,"Compton, D.",Fledgling Begging,,,"Begging juvenile under parental care, but appearing to look for its own food",,34.6798994,-120.5298257,30,10,,Observer,-13417318.82232602,4120465.3898551934
1297,Song Sparrow,SOSP,Melospiza melodia,"Goleta, San Jose Ck",26 Mar 2007,"Compton, D.",Carrying Food,,,"Food carry to thicket, where adult became cautious in my presence",nr Cathedral Oaks,34.4535544,-119.8130901,50,31,,observer,-13337532.180300606,4089867.1109178616
1349,Song Sparrow,SOSP,Melospiza melodia,Goleta Sanitary District Plant,25 Apr 2007,"Compton, D.",Fledgling Begging,,,Agitated adult approaching SOSP begging,,34.4228547,-119.8336319,50,8,,observer,-13339818.883016586,4085723.39392897
1447,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, West Storke Campus Wetland",17 May 2007,"Holmgren, M.",Fledgling under Parental Care,,,2 fledglings under parental care,"With Richardson, D.",34.4194162,-119.8655066,50,2,,W_Storke_Wetlands_survey_17_May_2007.pdf,-13343367.158389773,4085259.374371787
1453,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area G",18 May 2007,"Compton, D.",Carrying Food,,,Food carry,,34.4259774,-119.8512951,30,1,,observer,-13341785.141446363,4086144.8133642855
1465,Song Sparrow,SOSP,Melospiza melodia,"Burton Mesa Preserve, Davis Creek",20 May 2007,"Compton, D.",Fledgling Begging,,,Begging juv,"With Holmgren, M.",34.69325,-120.45736,8,51,,VAFB_and_vic_20 May_2007.pdf,-13409251.97750204,4122272.7871922064
1477,Song Sparrow,SOSP,Melospiza melodia,"Santa Ynez River, Miguelito Channel at RR tracks",21 May 2007,"Compton, D.",Nestling in Nest,,,2 eggs and 2 freshly hatched nestlings,See also 5 June entry,34.6860487,-120.5847243,4,4,,observer,-13423430.106523281,4121297.8427081374
1487,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr 13th St",23 May 2007,"Compton, D.",Juvenile Independent,,,independent juv,,34.6779419,-120.55928,20,10,,observer,-13420597.660003692,4120200.409013069
1499,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area E",24 May 2007,"Compton, D.",Fledgling Begging,,,juv following adult and begging; tail nearly full length,,34.4261161,-119.8488304,5,2,,observer,-13341510.772297405,4086163.5317861107
1511,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area E",25 May 2007,"Compton, D.",No suitable category,,,Pair with well-developed adult,,34.426124,-119.8481018,30,1,,Airport breeding bird survey notes for 2007,-13341429.664916415,4086164.5979408454
1540,Song Sparrow,SOSP,Melospiza melodia,"Goleta, nr Devereux Slough",26 May 2007,"Compton, D.",Fledgling Begging,,,Begging dependent juv with ad,"With Holmgren, M., Keefe, H.",34.4145948,-119.8727492,40,5,,observer,-13344173.400933791,4084608.7670141566
1543,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Atascadero Ck",26 May 2007,"Holmgren, M.",Family Group in Close Association,,,family group,"912m W of Patterson Bridge. With Fontaine, D.",34.42299,-119.82033,70,3,,Atascadero 26_May_2007.pdf,-13338338.122282002,4085741.6528173983
1544,Song Sparrow,SOSP,Melospiza melodia,"Goleta, Atascadero Ck",26 May 2007,"Holmgren, M.",Carrying Food,,,Adult carrying food,"500m W of Patterson Bridge. With Fontaine, D.",34.42321,-119.81576,70,5,,Atascadero 26_May_2007.pdf,-13337829.392209075,4085771.3421299574
1578,Song Sparrow,SOSP,Melospiza melodia,"VAFB, Santa Ynez River nr Waterfowl Natural Resources Area",31 May 2007,"Compton, D.",No suitable category,,,juv,,34.6775457,-120.562906,75,7,,"MSE field notes, Vandenberg 2007",-13421001.304477306,4120146.777382059
1588,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area E/F",1 Jun 2007,"Compton, D.",No suitable category,,,Juv,,34.4255276,-119.8504857,30,1,,Airport breeding bird survey notes for 2007,-13341695.039450515,4086084.110289302
1590,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area G",1 Jun 2007,"Compton, D.",Delivering Food to Nest or Cavity,,,Food carry to likely nest,,34.4257514,-119.852484,30,1,,Airport breeding bird survey notes for 2007,-13341917.489188967,4086114.313334696
1616,Song Sparrow,SOSP,Melospiza melodia,"N VAFB, Wildlife Management Ponds",5 Jun 2007,"Compton, D.",No suitable category,,,juvenile,,34.6857763,-120.5606457,7,11,,"MSE field notes, Vandenberg 2007",-13420749.689032266,4121260.965631872
1654,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area B-D",8 Jun 2007,"Compton, D.",No suitable category,,,Juv,,34.4254972,-119.8456003,30,1,,Airport breeding bird survey notes for 2007,-13341151.199210195,4086080.0076477304
1656,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Area E/F",8 Jun 2007,"Compton, D.",Fledgling Begging,,,Begging juv under parental care; no feeding seen,,34.4258653,-119.8472119,30,1,,Airport breeding bird survey notes for 2007,-13341330.601701556,4086129.6847994803
1658,Song Sparrow,SOSP,Melospiza melodia,"Goleta Slough, Tecolotito Ck",8 Jun 2007,"Compton, D.",Fledgling Begging,,,Begging juv under parental care; no feeding seen,,34.4244318,-119.852635,5,3,,Airport breeding bird survey notes for 2007,-13341934.298432078,4085936.227197555
